DESCRIP10,BUSINESS10,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE
betting shop,William Hill,Class 2,Class 2,Class 2,Class 2,1 RODNEY STREET,EH7 4EN
art gallery,Saorsa,Class 1,Class 1,Class 1,Class 1,5 RODNEY STREET,EH7 4EN
cake shop,Joyce's Cake Shop,Class 1,Class 1,Class 1,Class 1,7 RODNEY STREET,EH7 4EN
chemist,Polwarth Pharmacy,,,,Class 1,10-14 POLWARTH GARDENS,EH11 1LW
vacant,vacant,Class 1,Class 1,Class 1,Vacant,9 RODNEY STREET,EH7 4EN
joiner,B & M Joiners,,,Class 4,Class 4,13 RODNEY STREET,EH7 4EN
joiners,B & M Joiners,,,Class 4,Class 4,15 RODNEY STREET,EH7 4EN
chemist,G.W. Allan,,,Class 1,Class 1,166-168 PORTOBELLO HIGH S,EH15 1EX
optician,Portobello Optician,Class 1,Class 1,Class 1,Class 1,172 PORTOBELLO HIGH STREE,EH15 1EX
chemist,Boots,Class 1,Class 1,Class 1,Class 1,174 PORTOBELLO HIGH STREE,EH15 1EX
solicitors & estate agents,Warners,Class 2,Class 2,Class 2,Class 2,176 PORTOBELLO HIGH STREE,EH15 1EX
cafÚ,The Scranary,Class 3,Class 3,Class 3,Class 3,180 PORTOBELLO HIGH STREE,EH15 1EX
betting shop,Ladbrokes,Class 2,Class 2,Class 2,Class 2,182 PORTOBELLO HIGH STREE,EH15 1EX
clothing alterations,Heather's Alteration Shop,Vacant,Class 1,Class 1,Class 1,186 PORTOBELLO HIGH STREE,EH15 1EX
clothing,C & M Seconds,Vacant,Class 1,Class 1,Class 1,188 PORTOBELLO HIGH STREE,EH15 1EX
jeweller,A. McAlpine,Class 1,Class 1,Class 1,Class 1,190 PORTOBELLO HIGH STREE,EH15 1EX
delicatessen & coffee shop,Deli 194,Class 1,Class 1,Class 1,Class 1,194 PORTOBELLO HIGH STREE,EH15 1EX
charity shop,Barnardo's,Vacant,Class 1,Class 1,Class 1,196 PORTOBELLO HIGH STREE,EH15 1EX
hairdresser,Gerard Howley,Class 4,Class 1,Class 1,Class 1,198 PORTOBELLO HIGH STREE,EH15 1EX
charity shop,British Heart Foundation,Vacant,Class 1,Class 1,Class 1,202-204 PORTOBELLO HIGH S,EH15 1EX
charity shop,Cancer Research U.K.,Vacant,Class 1,Class 1,Class 1,208 PORTOBELLO HIGH STREE,EH15 1EX
jewellery,Silver Jewellery,Class 1,Class 1,Class 1,Class 1,210 PORTOBELLO HIGH STREE,EH15 2AU
"mobile phones, computer accessories",Internuts,Class 3,Class 1,Class 1,Class 1,212 PORTOBELLO HIGH STREE,EH15 2AU
dentist,High Street Dental Surgery,Class 2,Class 2,Vacant,Class 2,,
curtains,The Front Room,Class 1,Class 1,Class 1,Class 1,218 PORTOBELLO HIGH STREE,EH15 2AU
"d.i.y., hardware & garden supplies",Home Hardware,,,Class 1,Class 1,222-228 PORTOBELLO HIGH S,EH15 2AU
financial services,The Mortgage,Class 1,SUI GENERIS,Class 1,Class 2,230 PORTOBELLO HIGH STREE,EH15 2AU
hot food take-away (Chinese),keane's House,SUI GENERIS,Class 1,SUI GENERIS,SUI GENERIS,230A PORTOBELLO HIGH STRE,EH15 2AU
carpets,Kristoffersen Carpets,Class 1,Class 1,Class 1,Class 1,234 PORTOBELLO HIGH STREE,EH15 2AU
grocer,Kost Konscious,Class 1,Class 1,Class 1,Class 1,236 PORTOBELLO HIGH STREE,EH15 2AU
hairdresser,Urban Igloo,Class 1,Class 2,Class 1,Class 1,240 PORTOBELLO HIGH STREE,EH15 2AU
Furniture (kitchens and bathrooms),Fairport Property,Class 1,Class 1,Class 1,Class 1,240A PORTOBELLO HIGH STRE,EH15 2AU
"building trades office (builders, joiners, roofers, electricians, painters, plumbers etc.)",Acorn Services Property Care,Class 1,Vacant,Class 4,Class 4,242 PORTOBELLO HIGH STREE,EH15 2AT
"knitting wool, haberdashery, shoe repairs",C.H. Robertson,Class 1,Class 1,Class 1,Class 1,244 PORTOBELLO HIGH STREE,EH15 2AT
hairdresser,Phoenix Hair,Class 1,Class 1,Class 1,Class 1,248 PORTOBELLO HIGH STREE,EH15 2AT
Jewellery,unnamed,Class 1,Class 1,Class 1,Class 1,250 PORTOBELLO HIGH STREE,EH15 2AT
hot food take-away,Red's Bistro,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,254 PORTOBELLO HIGH STREE,EH15 2AT
glaziers,Mark Smith Glazing - PVC Window & Door Centre,Class 2,Vacant,Class 4,Class 4,258 PORTOBELLO HIGH STREE,EH15 2AT
Restaurant,Select,,,Vacant,Class 3,262 PORTOBELLO HIGH STREE,EH15 2AT
driving test centre,Driving Test Centre,,,,Class 4,13-15 BRYCE ROAD,EH14 5LT
Highland dress sale & hire,The Kilt Hire Company,,,,Class 1,54-56 HAYMARKET TERRACE,EH12 5LA
cafÚ,Blue Bean Coffee House,Class 3,Class 3,Class 3,Class 3,272 PORTOBELLO HIGH STREE,EH15 2AT
dentist,portobello dental clinic,Class 2,Class 2,Class 2,Class 2,,
clothing (mens),Top Hat Menswear,Class 1,Vacant,Class 1,Class 1,278 PORTOBELLO HIGH STREE,EH15 2AT
restaurant & hot food take-away (Italian),St. Andrews,Vacant,Class 3,Class 3,Class 3,280-284 PORTOBELLO HIGH S,EH15 2AT
hollistic therapy,community foundation for planetry healing,Class 1,Class 1,Class 11,Class 11,,
dentures,no name,,,Class 1,Class 2,292 PORTOBELLO HIGH STREE,EH15 2AS
fireplaces,Fireplace Studio,Class 1,Class 1,Class 1,Class 1,294 PORTOBELLO HIGH STREE,EH15 2AS
picture framing,mcCrea gallery,Class 1,Class 1,Class 4,Class 4,298 PORTOBELLO HIGH STREE,EH15 2AS
bric a brack,Friday Street,Vacant,Class 1,Class 1,Class 1,304 PORTOBELLO HIGH STREE,EH15 2AS
n/t/c,Julia's,Class 1,Class 1,Class 1,Class 1,306 PORTOBELLO HIGH STREE,EH15 2DA
butcher,Gordons Fresh & Cooked Meat Specialist,Class 1,Class 1,Class 1,Class 1,308(GF) PORTOBELLO HIGH S,EH15 2DA
Dentist,Dental express,Class 1,Class 1,Class 1,Class 2,,
grocer,Joppa Foodstore,Class 1,Class 1,Class 1,Class 1,318 PORTOBELLO HIGH STREE,EH15 2DA
interior design,inhouse design,Class 4,Class 4,Class 4,Class 4,322 PORTOBELLO HIGH STREE,EH15 2DA
restaurant (Chinese),Chi-Wai,Class 3,Class 3,Class 3,Class 3,324 PORTOBELLO HIGH STREE,EH15 2DA
hairdresser,Mancini,Class 1,Class 1,Class 1,Class 1,328 PORTOBELLO HIGH STREE,EH15 2DA
chemist,H.S. Kidd,,,Class 1,Class 1,330-332 PORTOBELLO HIGH S,EH15 2DA
hot food take-away (Chinese),Mr. So,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,42 PORTOBELLO ROAD,EH8 7EL
optician,J. & S. Brown & Partners,Class 1,Class 1,Class 1,Class 1,44 PORTOBELLO ROAD,EH8 7EL
amusement centre,Dark Ocean,SUI GENERIS,SUI GENERIS,Class 3,Class 11,46A PORTOBELLO ROAD,EH8 7EL
restaurant,Koi,,,Class 3,Class 3,26-30 POTTERROW,EH8 9BT
public house,KoKo,,SUI GENERIS,SUI GENERIS,SUI GENERIS,32-34 POTTERROW,EH8 9BT
n/t/c,Key Store,Class 1,Class 1,Class 1,Class 1,31 PRESTONFIELD AVENUE,EH16 5EG
hot food take-away,Top No. 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,33 PRESTONFIELD AVENUE,EH16 5EG
drug prevention office,The Drug Prevention Group,Class 4,Class 2,Class 2,Class 2,53 PRINCE REGENT STREET,EH6 4AR
newspaper kiosk,Scotsman / Evening News,,,Class 1,Class 1,,
restaurant,Burger King,,,Class 3,Class 3,10 PRINCES STREET,EH2 2AN
chemist,Boots,,,Class 1,Class 1,11 PRINCES STREET,EH2 2AN
"gifts, clothing, souvenirs",Scotch House,SUI GENERIS,Class 3,Class 1,Class 1,12 PRINCES STREET,EH2 2AN
books,Waterstones,,,Class 1,Class 1,13-14 PRINCES STREET,EH2 2AN
mobile phones,Phones 4 U,Class 1,Class 1,Class 1,Class 1,16/17 PRINCES STREET,EH2 2AN
gifts & novelties,The Disney Store,Class 1,Class 1,Class 1,Class 1,18-19 PRINCES STREET,EH2 2AN
mobile phones,T Mobile,Class 1,Class 1,Class 1,Class 1,21-22 PRINCES STREET,EH2 2AN
"speciality tea, coffee and ancillary items",Whittard of Chelsea,Class 4,Class 3,Class 1,Class 1,23 PRINCES STREET,EH2 2AN
mobile phones,Vodafone,Class 1,Class 1,Class 1,Class 1,24 PRINCES STREET,EH2 2AN
mobile phones,Carphone Warehouse,Class 1,Class 1,Class 1,Class 1,25 PRINCES STREET,EH2 2AN
general clothing,Top Shop / Top Man,Class 1,Class 1,Class 1,Class 1,30(01)-31 PRINCES STREET,EH2 2BY
optician,Optical Express,Class 1,Class 1,Vacant,Class 1,33 PRINCES STREET,EH2 2BY
clothing,H&M,Class 1,Class 1,Vacant,Class 1,41 PRINCES STREET,EH2 2BY
watches,Swatch,Class 1,Class 1,Class 1,Class 1,42A PRINCES STREET,EH2 2BY
cosmetics & toiletries,Lush Handmade Cosmetics,Class 1,Class 1,Class 1,Class 1,44 PRINCES STREET,EH2 2BY
ladies clothing,Monsoon and Accessorize,,,Class 1,Class 1,45-46 PRINCES STREET,EH2 2BY
department store - restaurant,Jenners (House of Fraser),Class 3,Class 3,Class 3,Class 3,47-52 PRINCES STREET,EH2 2DF
department store - mixed durable goods,Jenners (House of Fraser),Class 1,Class 1,Class 1,Class 1,47-52 PRINCES STREET,EH2 2DF
department store - food hall,Jenners (House of Fraser),Class 1,Class 1,Class 1,Class 1,47-52 PRINCES STREET,EH2 2DF
ladies lingerie,Marks & Spencer,,,Class 1,Class 1,54-60 PRINCES STREET,EH2 2DF
department store - mixed durable goods,Marks & Spencer,,,Class 1,Class 1,54-60 PRINCES STREET,EH2 2DF
department store - food hall,Marks & Spencer,,,Class 1,Class 1,54-60 PRINCES STREET,EH2 2DF
clothing,Romanes & Paterson (Edinburgh Woollen Mill),Class 1,Class 1,Class 1,Class 1,62(01) PRINCES STREET,EH2 2DF
books,Bookworld,Class 1,Class 1,Class 1,Class 1,63 PRINCES STREET,EH2 2DF
department store - restaurant,British Home Stores (BHS),Class 3,Class 3,Class 3,Class 3,64 PRINCES STREET,EH2 2DJ
department store - mixed durable goods,British Home Stores (BHS),Class 1,Class 1,Class 1,Class 1,64 PRINCES STREET,EH2 2DJ
"greeting cards, wrapping paper, gifts",Clinton Cards,Class 1,Class 1,Class 1,Class 1,70 PRINCES STREET,EH2 2DF
mobile phones,O2,Class 1,Class 1,Class 1,Class 1,72-73 PRINCES STREET,EH2 2DF
mobile phones,3 Store,Class 1,Class 1,Class 1,Class 1,74-75 PRINCES STREET,EH2 2DF
watches,Watches of Switzerland,,,Class 1,Class 1,76 PRINCES STREET,EH2 2DF
jeweller,Fraser Hart,,,Class 1,Class 1,77 PRINCES STREET,EH2 2DF
jeweller,Ernest Jones,Class 1,Class 1,Class 1,Class 1,78 PRINCES STREET,EH2 2ER
shoes & footwear,Clarks,Class 1,Class 1,Class 1,Class 1,79 PRINCES STREET,EH2 2ER
shoes & footwear,Office Shoes,Class 1,Class 1,Class 1,Class 1,79A PRINCES STREET,EH2 2ER
mobile phones,T Mobile,Class 1,Class 1,Class 1,Class 1,94 PRINCES STREET,EH2 2ER
Highland wear,Hector Russell,Class 1,Class 1,Class 1,Class 1,95-96 PRINCES STREET,EH2 2ER
vacant,vacant,,,Class 1,Vacant,(96A) PRINCES STREET,EH2 2ER
general clothing,USC,,,Class 1,Class 1,97-98 PRINCES STREET,EH2 2ER
ladies clothing,All Saints,Class 1,Class 1,Class 1,Class 1,99 PRINCES STREET,EH2 3AA
ladies clothing accessories,Accessorize (Monsoon),Class 1,Class 1,Class 1,Class 1,99A PRINCES STREET,EH2 3AA
confectionery,Thorntons,,,Class 1,Class 1,99B PRINCES STREET,EH2 3AA
jeweller,Swarovski,Class 1,Class 1,Class 1,Class 1,100A PRINCES STREET,EH2 3AA
mixed durable goods,Boots,Class 1,Class 1,Class 1,Class 1,101-103 PRINCES STREET,EH2 3AA
ladies clothing,Zara,Class 1,Class 1,Class 1,Class 1,104-106 PRINCES STREET,EH2 3AA
shoes & footwear,Russell & Bromley,Class 1,Class 1,Class 1,Class 1,106 PRINCES STREET,EH2 3AA
ladies & mens clothing,Next,,,Class 1,Class 1,107 PRINCES STREET,EH2 3AA
clothing,Levi Strauss,Class 1,Class 1,Vacant,Class 1,109 PRINCES STREET,EH2 3AA
department store - mixed durable goods,Debenhams,Class 1,Class 1,Class 1,Class 1,110 PRINCES STREET,EH2 3AA
restaurant,Debenhams,Class 1,Redeveloped,Class 3,Class 3,110 PRINCES STREET,EH2 3AA
ladies clothing,River Island,Class 1,Class 1,Class 1,Class 1,111 PRINCES STREET,EH2 3AA
vacant,vacant,Class 1,Class 1,Class 1,Vacant,113 PRINCES STREET,EH2 3AA
photo processing,Your Image,Class 1,Class 1,Class 1,Class 1,114 PRINCES STREET,EH2 3AA
clothing,Butterflies,Class 1,Class 1,Class 1,Class 1,115 PRINCES STREET,EH2 3AA
ladies & mens clothing,Tie Rack,Class 1,Class 1,Class 1,Class 1,116 PRINCES STREET,EH2 3AA
lingerie,La Senza,Class 1,Class 1,Class 1,Class 1,117 PRINCES STREET,EH2 3AA
bank,HSBC,SUI GENERIS,Class 3,Vacant,Class 2,118 PRINCES STREET,EH2 4AA
sports clothing,Build a Bear,,,Class 1,Class 1,119 PRINCES STREET,EH2 4AA
mobile phones,Phones 4 U,Class 1,Class 1,Class 1,Class 1,119A PRINCES STREET,EH2 4AA
cafÚ / coffee shop,Starbucks,,,Class 3,Class 3,120B PRINCES STREET,EH2 4AD
cafÚ / coffee shop,Starbucks,,,Class 2,Class 3,120B(GF) PRINCES STREET,EH2 4AD
electrical goods,Currys Digital,Class 1,Class 1,Class 1,Class 1,120-120A PRINCES STREET,EH2 4AD
clothing,Urban Outfitters,Class 1,Class 1,Class 1,Class 1,124 PRINCES STREET,EH2 4AD
hotel,Easy Hotel,Class 1,SUI GENERIS,Vacant,Demolished,125A PRINCES STREET,EH2 4AD
outdoor clothing,Mountain Warehouse,Class 1,Class 1,Class 1,Class 1,126 PRINCES STREET,EH2 4AD
electronic games,Game,,,Class 1,Class 1,127 PRINCES STREET,EH2 4AD
books,Waterstones,Class 1,Class 3,Class 1,Class 1,128 PRINCES STREET,EH2 4AD
"home entertainment (records, tapes, cds etc.)",HMV,Class 1,Class 1,Class 1,Class 1,129 PRINCES STREET,EH2 4AH
vacant,vacant,,,Class 1,Vacant,131-132 PRINCES STREET,EH2 4AH
mobile phones,Orange,Class 1,Class 1,Class 1,Class 1,133 PRINCES STREET,EH2 4AH
mobile phones,Carphone Warehouse,Class 1,Class 1,Class 1,Class 1,134 PRINCES STREET,EH2 4AH
"game consoles, video games",Game Station,Class 1,Class 1,Vacant,Class 1,134A PRINCES STREET,EH2 4AH
mobile phones,O2,Class 1,Class 1,Class 1,Class 1,135 PRINCES STREET,EH2 4BL
bank,Alliance & Leicester,,,Class 2,Class 2,135A-136 PRINCES STREET,EH2 4BL
restaurant & hot food take-away,McDonalds,Class 1,Class 3,Class 3,Class 3,137 PRINCES STREET,EH2 4BL
ladies & mens clothing,Edinburgh Woollen Mill,Class 1,Class 1,Class 1,Class 1,139(01) PRINCES STREET,EH2 4BL
leather clothing & bags,Fabiano Leather,,,Class 1,Class 1,139(05) PRINCES STREET,EH2 4BL
souvenirs / gifts,Scotch House,UNKNOWN USE,Class 2,Class 1,Class 1,141 PRINCES STREET,EH2 4BL
bank,Royal Bank of Scotland,Class 2,Class 2,Class 2,Class 2,142-144 PRINCES STREET,EH2 4EQ
department store - mixed durable goods,Frasers (House of Fraser),,,Class 1,Class 1,146 PRINCES STREET,EH2 4BL
amusement arcade,Nobles Amusements,Class 11,Class 11,,Class 11,8(05) PROMENADE,EH15 1HH
hot food take-away,Porto Cafe / Traditional Fish & Chips,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,25-25A PROMENADE,EH15 1HH
shoe repairs,Timpson,Class 1,Class 1,Class 1,Class 1,51 QUALITY STREET,EH4 5BX
hairdresser,Granger,Class 1,Class 1,Vacant,Class 1,53 QUALITY STREET,EH4 5BX
cafÚ,Village CafÚ,Class 3,Class 3,Class 3,Class 3,55 QUALITY STREET,EH4 5BX
dwelling,dwelling,SUI GENERIS,SUI GENERIS,Vacant,Class 9,,
vacant,vacant,Class 1,Vacant,Vacant,Vacant,20 QUALITY STREET LANE,EH4 5BU
vacant,vacant,Vacant,Vacant,Vacant,Vacant,5 QUEEN CHARLOTTE STREET,EH6 6BA
vacant,vacant,Vacant,Vacant,Vacant,Vacant,9 QUEEN CHARLOTTE STREET,EH6 6BA
vacant,vacant,Class 4,Class 4,Class 4,Vacant,11 QUEEN CHARLOTTE STREET,EH6 6BA
hairdresser,Charlotte Hair,Class 1,Class 1,Class 1,Class 1,13 QUEEN CHARLOTTE STREET,EH6 6BA
dwelling,dwelling,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 9,,
public house & restaurant,Eighty Queen Street,Class 3,SUI GENERIS,SUI GENERIS,SUI GENERIS,79-80 QUEEN STREET,EH2 4NF
vacant,vacant,,,UNKNOWN USE,Vacant,30(BB30) QUEENSFERRY ROAD,EH4 2HS
corporate art consultants,Buro Art,Class 1,Class 4,Class 4,Class 4,132 QUEENSFERRY ROAD,EH4 2BG
architects,Urban Creatures,Class 1,Class 1,Class 4,Class 4,134 QUEENSFERRY ROAD,EH4 2BG
design & build,Ballina Construction,Class 2,Class 4,Class 4,Class 4,136 QUEENSFERRY ROAD,EH4 2BG
undertakers,W.T. Dunbar & Sons,Class 1,Class 1,Class 1,Class 1,138 QUEENSFERRY ROAD,EH4 2BG
advertising services,Baillie Designs,Class 1,Class 4,Class 4,Class 4,184-186 QUEENSFERRY ROAD,EH4 2BW
charity fundraising consultants,Winning Leishman,Class 4,Class 4,Class 2,Class 4,190 QUEENSFERRY ROAD,EH4 2BW
wheels and tyres,Farmers Tyres & Wheels,SUI GENERIS,SUI GENERIS,Class 1,Class 1,192 QUEENSFERRY ROAD,EH4 2BN
beauty salon,Beautique,Class 1,Class 1,Class 1,Class 1,202 QUEENSFERRY ROAD,EH4 2BN
clothing,Aitken & Niven,,,Class 1,Class 1,232-234 QUEENSFERRY ROAD,EH4 2BP
public house,SYGN,Class 3,Class 3,Class 3,SUI GENERIS,,
ladies clothing,Geiger,,,Class 1,Class 1,12(GF)-12A RANDOLPH PLACE,EH3 7TA
vacant,vacant,Class 4,Class 4,Class 4,Vacant,13 RANDOLPH PLACE,EH3 7TA
public house,Clermiston Inn,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,7 RANNOCH ROAD,EH4 7EG
betting shop,Scotbet,Class 2,Class 2,Class 2,Class 2,(7A) RANNOCH ROAD,EH4 7EG
grocer / convenience store,Scotmid,Class 1,Class 1,Class 1,Class 1,1 RANNOCH TERRACE,EH4 7ER
public house,Swany's Lounge Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1 RATCLIFFE TERRACE,EH9 1SX
sandwich bar,Layzee Latte,Class 1,Class 1,Class 1,Class 1,3 RATCLIFFE TERRACE,EH9 1SX
hot food take-away (fish & chips etc),Tony's Fish Bar,SUI GENERIS,Vacant,SUI GENERIS,SUI GENERIS,7 RATCLIFFE TERRACE,EH9 1SX
"paints, wallpapers & decorating supplies",Caledonian Paint Company,Class 4,Class 1,Class 2,Class 2,9 RATCLIFFE TERRACE,EH9 1SX
"paints, wallpapers & decorating supplies",Caledonian Paint Company,Class 1,Class 1,Class 1,Class 1,13 RATCLIFFE TERRACE,EH9 1SX
grocers and cafÚ,Earthy Food Market,,,Class 1,Class 1,33-41 RATCLIFFE TERRACE,EH9 1SX
betting shop,Scotbet,Vacant,Class 2,Class 2,Class 2,43 RATCLIFFE TERRACE,EH9 1SU
public house,John Leslie Wine & Spirit Merchants,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,45-47 RATCLIFFE TERRACE,EH9 1SU
office equipement,Welgo Office Equipement Ltd/ Brother business Centre,Class 2,Class 2,Class 4,Class 4,51 RATCLIFFE TERRACE,EH9 1SU
property management,Woodstar Property Management,Class 1,Class 1,Class 1,Class 4,55 RATCLIFFE TERRACE,EH9 1SU
vacant,vacant,SUI GENERIS,SUI GENERIS,Vacant,Vacant,,
dwelling,dwelling,Vacant,Vacant,Vacant,Class 9,,
property developers,Seaforth Properties,Class 1,Vacant,Vacant,Class 4,67 RATCLIFFE TERRACE,EH9 1SU
petrol filling station & shop,BP,,,Class 1,Class 1,2-26 RATCLIFFE TERRACE,
grocer (lic.),Sadiq Stores,Class 1,Class 1,Class 1,Class 1,42 RATCLIFFE TERRACE,EH9 1SS
restaurant (Chinese),Kwok Brasserie,Class 1,Class 3,Class 3,Class 3,44 RATCLIFFE TERRACE,EH9 1ST
florist,Sarah Menzies Flowers,Class 1,Vacant,Class 1,Class 1,46(GF)-48 RATCLIFFE TERRA,EH9 1ST
optician,Optometry,Class 1,Class 1,Class 1,Class 1,238 QUEENSFERRY ROAD,EH4 2BP
chiropractor,Discover Chiropractic,Class 2,Vacant,Class 2,Class 2,240 QUEENSFERRY ROAD,EH4 2BP
structural engineers,Fergus Gilles Associates,,,Class 4,Class 4,240A QUEENSFERRY ROAD,EH4 2BP
architects,The Morrison Partnership,Class 4,Class 4,Class 4,Class 4,242 QUEENSFERRY ROAD,EH4 2BP
hot food take-away (Chinese),Sky Garden,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,246 QUEENSFERRY ROAD,EH4 2BP
take-away food,The Caterers,Class 1,Class 1,Class 1,Class 1,248 QUEENSFERRY ROAD,EH4 2BP
bank,Bank of Scotland,Class 2,Class 2,Class 2,Class 2,564 QUEENSFERRY ROAD,EH4 6AT
public house,Mather's Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1 QUEENSFERRY STREET,EH2 4PA
betting shop,Scotbet,Class 2,Class 2,Class 2,Class 2,2 QUEENSFERRY STREET,EH2 4PA
wine merchant,Oddbins,Class 1,Class 1,Class 1,Class 1,5 QUEENSFERRY STREET,EH2 4PA
"musical instruments, sheet music",Rae Macintosh,Class 1,Class 1,Class 1,Class 1,6 QUEENSFERRY STREET,EH2 4PA
restaurant (gourmet burgers),Wannaburger,Class 1,Class 1,Class 3,Class 3,7-8 QUEENSFERRY STREET,EH2 4PA
travel agent,Thomson,Class 1,Class 1,Class 1,Class 1,10 QUEENSFERRY STREET,EH2 4PG
restaurant (Chinese),Rendezvous Peking Cuisine,Class 3,Class 3,Class 3,Class 3,10A(1F1) QUEENSFERRY STRE,EH2 4PG
n/t/c,W.H. Smith,Class 1,Class 1,Class 1,Class 1,10B QUEENSFERRY STREET,EH2 4PG
optician,McGrath,Class 1,Class 1,Class 1,Class 1,11 QUEENSFERRY STREET,EH2 4PG
baker,Greggs,Class 1,Class 1,Class 1,Class 1,12 QUEENSFERRY STREET,EH2 4PG
travel agent,Flight Centre,Class 1,Class 1,Class 1,Class 1,13 QUEENSFERRY STREET,EH2 4PG
estate agents,Blackie Ballantyre,Vacant,Class 1,Class 2,Class 2,14 QUEENSFERRY STREET,EH2 4PG
antiques,Goodwins,Class 1,Class 1,Class 1,Class 1,15-16 QUEENSFERRY STREET,EH2 4QW
restaurant,L'escargot Blanc,Class 1,Class 3,Class 3,Class 3,17 QUEENSFERRY STREET,EH2 4QW
take-away food,Bread and Olives,Class 1,Class 1,Class 1,Class 1,17A QUEENSFERRY STREET,EH2 4QW
hairdresser,James Alexander,SUI GENERIS,Class 1,Class 1,Class 1,19 QUEENSFERRY STREET,EH2 4QW
letting agency,Martin and Co,Class 4,Class 4,Class 4,Class 4,19A QUEENSFERRY STREET,EH2 4QW
vacant,vacant,Class 1,Class 1,Class 1,Vacant,20 QUEENSFERRY STREET,EH2 4QW
bank,Clydesdale Bank,Class 2,Class 2,Class 2,Class 2,21-22 QUEENSFERRY STREET,EH2 4QW
vacant,vacant,Class 1,Vacant,Class 1,Vacant,23 QUEENSFERRY STREET,EH2 4QS
hairdresser,City Barbers,Class 1,Class 1,Class 1,Class 1,24 QUEENSFERRY STREET,EH2 4QS
shoe repairs / key cutting / watch repairs / nameplates / engraving etc.,Timpson,Class 1,Class 1,Class 1,Class 1,26 QUEENSFERRY STREET,EH2 4QS
grocer,Alizy News,Class 1,Class 1,Class 1,Class 1,27 QUEENSFERRY STREET,EH2 4QS
vacant,vacant (formerly Finnigans sandwiches),Class 1,Class 1,Vacant,Vacant,28 QUEENSFERRY STREET,EH2 4QS
office,Big Issue,,,Class 2,Class 4,31 QUEENSFERRY STREET,EH2 4QS
vacant,vacant (formerly Herbert Love),Class 1,Class 1,Class 1,Vacant,31A QUEENSFERRY STREET,EH2 4QS
restaurant,Pizza Express,Class 1,Class 1,Class 3,Class 3,32 QUEENSFERRY STREET,EH2 4QS
office,Wright Financial Consutancy,Class 1,Class 4,,Class 2,33(1F) QUEENSFERRY STREET,EH2 4QS
bureau de change,No1 Currency,Class 1,Class 1,Class 1,Class 2,34-35 QUEENSFERRY STREET,EH2 4QS
vacant,vacant (Cockburn West End Delicatessen),Class 1,Class 1,Class 1,Vacant,41 QUEENSFERRY STREET,EH2 4RA
restaurant,Zizzi,Class 1,Class 3,SUI GENERIS,Class 3,42-45 QUEENSFERRY STREET,EH2 4RA
night club,The Lane,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1 QUEENSFERRY STREET LANE,EH2 4PF
restaurant,Buffalo Grill (chargrill restaurant),Class 3,Class 3,Class 3,Class 3,1-3 RAEBURN PLACE,EH4 1HU
"children's clothing, toys & books",Bliss,Class 1,Class 1,Class 1,Class 1,5 RAEBURN PLACE,EH4 1HU
hairdresser (ladies),Capelli hair Design,Vacant,Class 1,Class 1,Class 1,7 RAEBURN PLACE,EH4 1HU
optician,Chetty & Das,Class 1,Class 1,Class 1,Class 1,9A-11 RAEBURN PLACE,EH4 1HU
charity shop,Age Scotland,Class 1,Class 1,Vacant,Class 1,13-13A RAEBURN PLACE,EH4 1HU
hot food take-away (fish & chips etc.),L'Aquila Bianca,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,17-17A RAEBURN PLACE,EH4 1HU
sandwich shop,Subway,Class 1,Class 1,Vacant,Class 1,21 RAEBURN PLACE,EH4 1HU
shoe repairs / key cutting / watch repairs / nameplates / engraving etc.,Timpson,Class 1,Class 1,Class 1,Class 1,23 RAEBURN PLACE,EH4 1HU
charity shop (books),Oxfam,Class 1,Class 1,Class 1,Class 1,25 RAEBURN PLACE,EH4 1HU
baker,Greggs,Class 1,Class 1,Class 1,Class 1,27A RAEBURN PLACE,EH4 1HU
vacant,vacant (formerly Madeleine Patisserie & Espresso bar),Class 1,Class 1,Class 1,Vacant,27B RAEBURN PLACE,EH4 1HU
betting shop,William Hill,Class 1,Vacant,Class 2,Class 2,29 RAEBURN PLACE,EH4 1HU
hairdresser,Zeena Hair Design,Class 1,Class 1,Class 1,Class 1,31 RAEBURN PLACE,EH4 1HX
cafÚ & delicatessen,Maxi's,Class 2,Class 1,Class 3,Class 3,33 RAEBURN PLACE,EH4 1HX
chemist,Semi-Chem,Class 1,Vacant,Class 1,Class 1,35A-39 RAEBURN PLACE,EH4 1HX
stationery,The Write Stuff,Class 1,Class 1,Class 1,Class 1,43 RAEBURN PLACE,EH4 1HX
